,date,hour,h,FRACDF
1327,2020/4/13,15,0.69825561,0.974637627
1328,2020/4/13,17,0.280760091,0.941729824
1329,2020/4/13,19,0,0
1330,2020/4/13,21,0,0
1331,2020/4/13,23,0,0
1332,2020/4/14,1,0,0
1333,2020/4/14,3,0,0
1334,2020/4/14,5,0.01105299,0.081058299
1335,2020/4/14,7,0.336100056,0.229408188
1336,2020/4/14,9,0.750844889,0.099323024
1337,2020/4/14,11,1.065413635,0.090786792
1338,2020/4/14,13,1.039051658,0.088561659
1339,2020/4/14,15,0.701387499,0.120117049
1340,2020/4/14,17,0.283401618,0.25595183
1341,2020/4/14,19,0,0
1342,2020/4/14,21,0,0
1343,2020/4/14,23,0,0
1344,2020/4/15,1,0,0
1345,2020/4/15,3,0,0
1346,2020/4/15,5,0.013085564,0.153285877
1347,2020/4/15,7,0.340476518,0.417830951
1348,2020/4/15,9,0.755693405,0.169334632
1349,2020/4/15,11,1.071477448,0.291946863
1350,2020/4/15,13,1.044035169,0.389536091
1351,2020/4/15,15,0.704486624,0.336759818
1352,2020/4/15,17,0.286031302,0.508073448
1353,2020/4/15,19,0,0
1354,2020/4/15,21,0,0
1355,2020/4/15,23,0,0
1356,2020/4/16,1,0,0
1357,2020/4/16,3,0,0
1358,2020/4/16,5,0.015116401,0.318701082
1359,2020/4/16,7,0.344796131,0.747138064
1360,2020/4/16,9,0.760474325,0.481954827
1361,2020/4/16,11,1.077482717,0.433900041
1362,2020/4/16,13,1.048966796,0.24768811
1363,2020/4/16,15,0.707553158,0.34370185
1364,2020/4/16,17,0.28864917,0.43914165
1365,2020/4/16,19,0,0
1366,2020/4/16,21,0,0
1367,2020/4/16,23,0,0
1368,2020/4/17,1,0,0
1369,2020/4/17,3,0,0
1370,2020/4/17,5,0.017141667,0.390650838
1371,2020/4/17,7,0.349057132,0.587141901
1372,2020/4/17,9,0.765185752,0.660904469
1373,2020/4/17,11,1.083427418,0.581491625
1374,2020/4/17,13,1.053845779,0.73779114
1375,2020/4/17,15,0.710587273,0.860708711
1376,2020/4/17,17,0.291255221,0.986313519
1377,2020/4/17,19,0,0
1378,2020/4/17,21,0,0
1379,2020/4/17,23,0,0
1380,2020/4/18,1,0,0
1381,2020/4/18,3,0,0
1382,2020/4/18,5,0,0
1383,2020/4/18,7,0.353257806,0.991230993
1384,2020/4/18,9,0.769825835,0.966096824
1385,2020/4/18,11,1.089309532,0.973166412
1386,2020/4/18,13,1.058671383,0.89711636
1387,2020/4/18,15,0.713589138,0.906185851
1388,2020/4/18,17,0.29384943,0.697172476
1389,2020/4/18,19,0,0
1390,2020/4/18,21,0,0
1391,2020/4/18,23,0,0
1392,2020/4/19,1,0,0
1393,2020/4/19,3,0,0
1394,2020/4/19,5,0.02116174,0.447901341
1395,2020/4/19,7,0.357396478,0.735244162
1396,2020/4/19,9,0.774392771,0.272625681
1397,2020/4/19,11,1.095127052,0.343986412
1398,2020/4/19,13,1.063442898,0.164879855
1399,2020/4/19,15,0.716558929,0.425581796
1400,2020/4/19,17,0.296431747,0.543583815
1401,2020/4/19,19,0,0
1402,2020/4/19,21,0,0
1403,2020/4/19,23,0,0
1404,2020/4/20,1,0,0
1405,2020/4/20,3,0,0
1406,2020/4/20,5,0,0
1407,2020/4/20,7,0.361471523,0.985678613
1408,2020/4/20,9,0.778884803,0.974291045
1409,2020/4/20,11,1.100877979,0.982468359
1410,2020/4/20,13,1.068159645,0.91971606
1411,2020/4/20,15,0.719496826,0.935637236
1412,2020/4/20,17,0.299002107,0.972152406
1413,2020/4/20,19,0,0
1414,2020/4/20,21,0,0
1415,2020/4/20,23,0,0
1416,2020/4/21,1,0,0
1417,2020/4/21,3,0,0
1418,2020/4/21,5,0.025121553,0.331678348
1419,2020/4/21,7,0.365481361,0.471854202
1420,2020/4/21,9,0.783300227,0.765745622
1421,2020/4/21,11,1.10656033,0.95535046
1422,2020/4/21,13,1.07282097,0.778515246
1423,2020/4/21,15,0.722403008,0.788368384
1424,2020/4/21,17,0.301560417,0.725421144
1425,2020/4/21,19,0,0
1426,2020/4/21,21,0,0
1427,2020/4/21,23,0,0
1428,2020/4/22,1,0,0
1429,2020/4/22,3,0,0
1430,2020/4/22,5,0.027072598,0.480252775
1431,2020/4/22,7,0.369424469,0.649544178
1432,2020/4/22,9,0.7876374,0.086144892
1433,2020/4/22,11,1.11217214,0.204857885
1434,2020/4/22,13,1.077426243,0.381679877
1435,2020/4/22,15,0.725277648,0.496002359
1436,2020/4/22,17,0.304106552,0.353011622
1437,2020/4/22,19,0,0
1438,2020/4/22,21,0,0
1439,2020/4/22,23,0,0
1440,2020/4/23,1,0,0
1441,2020/4/23,3,0,0
1442,2020/4/23,5,0.029001568,0.257988085
1443,2020/4/23,7,0.373299383,0.32887501
1444,2020/4/23,9,0.791894744,0.368016155
1445,2020/4/23,11,1.117711462,0.629465382
1446,2020/4/23,13,1.081974852,0.541980403
1447,2020/4/23,15,0.728120907,0.348789359
1448,2020/4/23,17,0.306640353,0.584392005
1449,2020/4/23,19,0,0
1450,2020/4/23,21,0,0
1451,2020/4/23,23,0,0
1452,2020/4/24,1,0,0
1453,2020/4/24,3,0,0
1454,2020/4/24,5,0.030906605,0.226597558
1455,2020/4/24,7,0.377104706,0.276247937
1456,2020/4/24,9,0.796070756,0.222178407
1457,2020/4/24,11,1.123176375,0.648591387
1458,2020/4/24,13,1.086466195,0.49908799
1459,2020/4/24,15,0.730932918,0.579491941
1460,2020/4/24,17,0.309161609,0.964279256
1461,2020/4/24,19,0.00101358,7.46E-07
1462,2020/4/24,21,0,0
1463,2020/4/24,23,0,0
1464,2020/4/25,1,0,0
1465,2020/4/25,3,0,0
1466,2020/4/25,5,0.032786039,0.273337012
1467,2020/4/25,7,0.380839122,0.292045381
1468,2020/4/25,9,0.800164019,0.148801377
1469,2020/4/25,11,1.128564985,0.11412713
1470,2020/4/25,13,1.090899674,0.130671931
1471,2020/4/25,15,0.733713779,0.156910478
1472,2020/4/25,17,0.31167005,0.341668881
1473,2020/4/25,19,0.00218627,1.30E-07
1474,2020/4/25,21,0,0
1475,2020/4/25,23,0,0
1476,2020/4/26,1,0,0
1477,2020/4/26,3,0,0
1478,2020/4/26,5,0.034638367,0.267831152
1479,2020/4/26,7,0.384501399,0.396364126
1480,2020/4/26,9,0.804173205,0.266465682
1481,2020/4/26,11,1.133875431,0.429726497
1482,2020/4/26,13,1.095274685,0.841822054
1483,2020/4/26,15,0.736463543,0.912973274
1484,2020/4/26,17,0.314165339,0.835854434
1485,2020/4/26,19,0.003364876,0.340123775
1486,2020/4/26,21,0,0
1487,2020/4/26,23,0,0
1488,2020/4/27,1,0,0
1489,2020/4/27,3,0,0
1490,2020/4/27,5,0.036462232,0.405020178
1491,2020/4/27,7,0.388090388,0.449932216
1492,2020/4/27,9,0.808097086,0.237923228
1493,2020/4/27,11,1.139105886,0.160156134
1494,2020/4/27,13,1.099590621,0.132946109
1495,2020/4/27,15,0.739182219,0.146404732
1496,2020/4/27,17,0.316647078,0.274350196
1497,2020/4/27,19,0.00454993,2.46E-08
1498,2020/4/27,21,0,0
1499,2020/4/27,23,0,0
1500,2020/4/28,1,0,0
1501,2020/4/28,3,0,0
1502,2020/4/28,5,0.038256409,0.236353012
1503,2020/4/28,7,0.391605022,0.486424117
1504,2020/4/28,9,0.811934519,0.180177955
1505,2020/4/28,11,1.144254556,0.269558038
1506,2020/4/28,13,1.10384688,0.179867045
1507,2020/4/28,15,0.741869789,0.134649699
1508,2020/4/28,17,0.319114823,0.296299245
1509,2020/4/28,19,0.005741369,1.45E-08
1510,2020/4/28,21,0,0
1511,2020/4/28,23,0,0
1512,2020/4/29,1,0,0
1513,2020/4/29,3,0,0
1514,2020/4/29,5,0.040019777,0.273307352
1515,2020/4/29,7,0.395044297,0.343647405
1516,2020/4/29,9,0.815684437,0.183026184
1517,2020/4/29,11,1.149319679,0.155922679
1518,2020/4/29,13,1.108042883,0.170363332
1519,2020/4/29,15,0.74452623,0.244390782
1520,2020/4/29,17,0.32156811,0.432702096
1521,2020/4/29,19,0.006938721,0.03603093
1522,2020/4/29,21,0,0
1523,2020/4/29,23,0,0
1524,2020/4/30,1,0,0
1525,2020/4/30,3,0,0
1526,2020/4/30,5,0.041751303,0.306058081
1527,2020/4/30,7,0.398407253,0.367701525
1528,2020/4/30,9,0.819345835,0.213395431
1529,2020/4/30,11,1.154299526,0.182449303
1530,2020/4/30,13,1.112178097,0.180218855
1531,2020/4/30,15,0.747151538,0.2112045
1532,2020/4/30,17,0.324006482,0.390141922
1533,2020/4/30,19,0.008141248,0.092947396
1534,2020/4/30,21,0,0
1535,2020/4/30,23,0,0
1536,2020/5/1,1,0,0
1537,2020/5/1,3,0,0
1538,2020/5/1,5,0.04345002,0.384512776
1539,2020/5/1,7,0.401692952,0.616830136
1540,2020/5/1,9,0.822917744,0.374920708
1541,2020/5/1,11,1.159192389,0.205876054
1542,2020/5/1,13,1.116252056,0.539709553
1543,2020/5/1,15,0.749745764,0.39415457
1544,2020/5/1,17,0.326429521,0.443715706
1545,2020/5/1,19,0.009348059,0.152101944
1546,2020/5/1,21,0,0
1547,2020/5/1,23,0,0
1548,2020/5/2,1,0,0
1549,2020/5/2,3,0,0
1550,2020/5/2,5,0.045115007,0.327803638
1551,2020/5/2,7,0.404900453,0.427414202
1552,2020/5/2,9,0.826399213,0.26554857
1553,2020/5/2,11,1.163996579,0.209612246
1554,2020/5/2,13,1.120264388,0.206913264
1555,2020/5/2,15,0.752309044,0.405776847
1556,2020/5/2,17,0.328836887,0.484889207
1557,2020/5/2,19,0.010558192,0.279137865
1558,2020/5/2,21,0,0
1559,2020/5/2,23,0,0
1560,2020/5/3,1,0,0
1561,2020/5/3,3,0,0
1562,2020/5/3,5,0.046745371,0.235350663
1563,2020/5/3,7,0.408028785,0.451062503
1564,2020/5/3,9,0.829789278,0.389131365
1565,2020/5/3,11,1.168710424,0.803151387
1566,2020/5/3,13,1.12421485,0.771179338
1567,2020/5/3,15,0.754841641,0.914619315
1568,2020/5/3,17,0.331228353,0.923792163
1569,2020/5/3,19,0.01177069,0.430093845
1570,2020/5/3,21,0,0
1571,2020/5/3,23,0,0
1572,2020/5/4,1,0,0
1573,2020/5/4,3,0,0
1574,2020/5/4,5,0.048340229,0.492050167
1575,2020/5/4,7,0.411076927,0.907161713
1576,2020/5/4,9,0.833086952,0.724544433
1577,2020/5/4,11,1.173332261,0.740873073
1578,2020/5/4,13,1.128103355,0.643654805
1579,2020/5/4,15,0.757343966,0.63682665
1580,2020/5/4,17,0.333603832,0.34513183
1581,2020/5/4,19,0.012984637,0.149928852
1582,2020/5/4,21,0,0
1583,2020/5/4,23,0,0
1584,2020/5/5,1,0,0
1585,2020/5/5,3,0,0
1586,2020/5/5,5,0.049898708,0.394695798
1587,2020/5/5,7,0.414043815,0.407766266
1588,2020/5/5,9,0.836291228,0.217233299
1589,2020/5/5,11,1.177860456,0.208363557
1590,2020/5/5,13,1.13192997,0.177769933
1591,2020/5/5,15,0.759816577,0.280258754
1592,2020/5/5,17,0.335963361,0.583852877
1593,2020/5/5,19,0.014199186,0.301707119
1594,2020/5/5,21,0,0
1595,2020/5/5,23,0,0
1596,2020/5/6,1,0,0
1597,2020/5/6,3,0,0
1598,2020/5/6,5,0.051419959,0.480428868
1599,2020/5/6,7,0.41692838,0.989677078
1600,2020/5/6,9,0.839401121,0.975912841
1601,2020/5/6,11,1.182293416,0.98607445
1602,2020/5/6,13,1.135694886,0.987048212
1603,2020/5/6,15,0.762260117,0.995737116
1604,2020/5/6,17,0.338307051,0.966102403
1605,2020/5/6,19,0.015413541,0.415673783
1606,2020/5/6,21,0,0
1607,2020/5/6,23,0,0
1608,2020/5/7,1,0,0
1609,2020/5/7,3,0,0
1610,2020/5/7,5,0.052903177,0.202273661
1611,2020/5/7,7,0.419729605,0.222854185
1612,2020/5/7,9,0.842415717,0.116087824
1613,2020/5/7,11,1.186629608,0.09418219
1614,2020/5/7,13,1.139398351,0.087655618
1615,2020/5/7,15,0.764675234,0.125071462
1616,2020/5/7,17,0.340634995,0.276998458
1617,2020/5/7,19,0.016626931,0.295738831
1618,2020/5/7,21,0,0
1619,2020/5/7,23,0,0
1620,2020/5/8,1,0,0
1621,2020/5/8,3,0,0
1622,2020/5/8,5,0.05434763,0.317792185
1623,2020/5/8,7,0.422446585,0.58771216
1624,2020/5/8,9,0.845334232,0.351480196
1625,2020/5/8,11,1.190867574,0.626506975
1626,2020/5/8,13,1.143040596,0.485373182
1627,2020/5/8,15,0.767062495,0.30482913
1628,2020/5/8,17,0.342947189,0.387768582
1629,2020/5/8,19,0.017838578,0.271047035
1630,2020/5/8,21,0,0
1631,2020/5/8,23,0,0
1632,2020/5/9,1,0,0
1633,2020/5/9,3,0,0
1634,2020/5/9,5,0.055752665,0.460916733
1635,2020/5/9,7,0.425078558,0.889161427
1636,2020/5/9,9,0.848156036,0.95759595
1637,2020/5/9,11,1.195005927,0.939621094
1638,2020/5/9,13,1.146621788,0.94473655
1639,2020/5/9,15,0.769422336,0.969557321
1640,2020/5/9,17,0.345243489,0.973609975
1641,2020/5/9,19,0.019047676,0.48756303
1642,2020/5/9,21,0,0
1643,2020/5/9,23,0,0
1644,2020/5/10,1,0,0
1645,2020/5/10,3,0,0
1646,2020/5/10,5,0.057117714,0.493925966
1647,2020/5/10,7,0.4276249,0.968909594
1648,2020/5/10,9,0.850880648,0.948018875
1649,2020/5/10,11,1.199043337,0.977154153
1650,2020/5/10,13,1.150142007,0.990380911
1651,2020/5/10,15,0.771755055,0.988433349
1652,2020/5/10,17,0.347523604,0.982083737
1653,2020/5/10,19,0.020253393,0.488660391
1654,2020/5/10,21,0,0
1655,2020/5/10,23,0,0
1656,2020/5/11,1,0,0
1657,2020/5/11,3,0,0
1658,2020/5/11,5,0.058442268,0.257079307
1659,2020/5/11,7,0.4300851,0.232272623
1660,2020/5/11,9,0.853507712,0.097418343
1661,2020/5/11,11,1.202978523,0.11713943
1662,2020/5/11,13,1.15360126,0.109670755
1663,2020/5/11,15,0.774060835,0.149824024
1664,2020/5/11,17,0.349787133,0.259871463
1665,2020/5/11,19,0.021454882,0.212320642
1666,2020/5/11,21,0,0
1667,2020/5/11,23,0,0
1668,2020/5/12,1,0,0
1669,2020/5/12,3,0,0
1670,2020/5/12,5,0.059725871,0.251325582
1671,2020/5/12,7,0.432458731,0.276189769
1672,2020/5/12,9,0.856036965,0.38038993
1673,2020/5/12,11,1.206810239,0.417362558
1674,2020/5/12,13,1.156999511,0.372467893
1675,2020/5/12,15,0.776339784,0.497167634
1676,2020/5/12,17,0.352033594,0.613658262
1677,2020/5/12,19,0.022651292,0.160544936
1678,2020/5/12,21,0,0
1679,2020/5/12,23,0,0
1680,2020/5/13,1,0,0
1681,2020/5/13,3,0,0
1682,2020/5/13,5,0.060968106,0.371718846
1683,2020/5/13,7,0.434745431,0.475770385
1684,2020/5/13,9,0.858468231,0.357579262
1685,2020/5/13,11,1.210537283,0.338436505
1686,2020/5/13,13,1.160336692,0.228118704
1687,2020/5/13,15,0.778591953,0.151109577
1688,2020/5/13,17,0.354262449,0.260989679
1689,2020/5/13,19,0.023841783,0.182534711
1690,2020/5/13,21,0,0
1691,2020/5/13,23,0,0
1692,2020/5/14,1,0,0
1693,2020/5/14,3,0,0
1694,2020/5/14,5,0.062168591,0.239714044
1695,2020/5/14,7,0.436944902,0.257484747
1696,2020/5/14,9,0.860801415,0.155035781
1697,2020/5/14,11,1.214158505,0.12301555
1698,2020/5/14,13,1.16361272,0.428100788
1699,2020/5/14,15,0.780817347,0.370243386
1700,2020/5/14,17,0.356473112,0.395407299
1701,2020/5/14,19,0.02502552,0.235461368
1702,2020/5/14,21,0,0
1703,2020/5/14,23,0,0
1704,2020/5/15,1,0,0
1705,2020/5/15,3,0,0
1706,2020/5/15,5,0.063326986,0.322380301
1707,2020/5/15,7,0.439056916,0.622436255
1708,2020/5/15,9,0.86303651,0.307279341
1709,2020/5/15,11,1.217672811,0.772604739
1710,2020/5/15,13,1.166827495,0.859059333
1711,2020/5/15,15,0.783015924,0.945967913
1712,2020/5/15,17,0.35866495,0.949459156
1713,2020/5/15,19,0.026201679,0.492318826
1714,2020/5/15,21,0,0
1715,2020/5/15,23,0,0
1716,2020/5/16,1,0,0
1717,2020/5/16,3,0,0
1718,2020/5/16,5,0.064442987,0.491098365
1719,2020/5/16,7,0.441081315,0.981969116
1720,2020/5/16,9,0.865173599,0.983610908
1721,2020/5/16,11,1.221079174,0.983315511
1722,2020/5/16,13,1.169980897,0.987237232
1723,2020/5/16,15,0.785187593,0.97730492
1724,2020/5/16,17,0.360837283,0.972527533
1725,2020/5/16,19,0.027369438,0.480582486
1726,2020/5/16,21,0,0
1727,2020/5/16,23,0,0
1728,2020/5/17,1,0,0
1729,2020/5/17,3,0,0
1730,2020/5/17,5,0.065516333,0.27221751
1731,2020/5/17,7,0.443018014,0.332025886
1732,2020/5/17,9,0.867212858,0.284348127
1733,2020/5/17,11,1.224376636,0.16799399
1734,2020/5/17,13,1.173072787,0.159034623
1735,2020/5/17,15,0.787332215,0.199559859
1736,2020/5/17,17,0.362989385,0.358878738
1737,2020/5/17,19,0.028527983,0.335092081
1738,2020/5/17,21,0,0
1739,2020/5/17,23,0,0
1740,2020/5/18,1,0,0
1741,2020/5/18,3,0,0
1742,2020/5/18,5,0.066546801,0.347137131
1743,2020/5/18,7,0.444867005,0.528474005
1744,2020/5/18,9,0.869154558,0.454919989
1745,2020/5/18,11,1.227564316,0.846617951
1746,2020/5/18,13,1.176103001,0.898925914
1747,2020/5/18,15,0.789449598,0.889720902
1748,2020/5/18,17,0.365120479,0.966077589
1749,2020/5/18,19,0.029676499,0.482867702
1750,2020/5/18,21,0,0
1751,2020/5/18,23,0,0
1752,2020/5/19,1,0,0
1753,2020/5/19,3,0,0
1754,2020/5/19,5,0.067534211,0.491764808
1755,2020/5/19,7,0.446628357,0.965487257
1756,2020/5/19,9,0.870999063,0.851432935
1757,2020/5/19,11,1.230641409,0.773721256
1758,2020/5/19,13,1.179071345,0.727801069
1759,2020/5/19,15,0.791539493,0.287223341
1760,2020/5/19,17,0.367229737,0.72334951
1761,2020/5/19,19,0.030814169,0.483839139
1762,2020/5/19,21,0,0
1763,2020/5/19,23,0,0
1764,2020/5/20,1,0,0
1765,2020/5/20,3,0,0
1766,2020/5/20,5,0.068478424,0.263959255
1767,2020/5/20,7,0.448302222,0.311248463
1768,2020/5/20,9,0.872746843,0.24494451
1769,2020/5/20,11,1.233607198,0.393447663
1770,2020/5/20,13,1.181977592,0.89944
1771,2020/5/20,15,0.793601588,0.644698659
1772,2020/5/20,17,0.369316274,0.803203389
1773,2020/5/20,19,0.031940174,0.472476023
1774,2020/5/20,21,0,0
1775,2020/5/20,23,0,0
1776,2020/5/21,1,0,0
1777,2020/5/21,3,0,0
1778,2020/5/21,5,0.069379348,0.431316798
1779,2020/5/21,7,0.449888841,0.920676597
1780,2020/5/21,9,0.87439847,0.711929809
1781,2020/5/21,11,1.236461058,0.805124233
1782,2020/5/21,13,1.184821471,0.867700301
1783,2020/5/21,15,0.795635504,0.618886731
1784,2020/5/21,17,0.371379144,0.619728425
1785,2020/5/21,19,0.033053682,0.251524781
1786,2020/5/21,21,0,0
1787,2020/5/21,23,0,0
1788,2020/5/22,1,0,0
1789,2020/5/22,3,0,0
1790,2020/5/22,5,0.070236938,0.273155499
1791,2020/5/22,7,0.451388552,0.342207785
1792,2020/5/22,9,0.87595463,0.315337558
1793,2020/5/22,11,1.239202462,0.276341043
1794,2020/5/22,13,1.187602659,0.351669226
1795,2020/5/22,15,0.797640778,0.609031789
1796,2020/5/22,17,0.373417327,0.739216329
1797,2020/5/22,19,0.03415385,0.413628596
1798,2020/5/22,21,0,0
1799,2020/5/22,23,0,0
1800,2020/5/23,1,0,0
1801,2020/5/23,3,0,0
1802,2020/5/23,5,0.071051203,0.43405476
1803,2020/5/23,7,0.452801795,0.854604886
1804,2020/5/23,9,0.877416129,0.67884132
1805,2020/5/23,11,1.241830988,0.717278341
1806,2020/5/23,13,1.190320768,0.549713897
1807,2020/5/23,15,0.799616857,0.317362303
1808,2020/5/23,17,0.375429719,0.386371765
1809,2020/5/23,19,0.035239812,0.296211573
1810,2020/5/23,21,0,0
1811,2020/5/23,23,0,0
1812,2020/5/24,1,0,0
1813,2020/5/24,3,0,0
1814,2020/5/24,5,0.071822205,0.393532412
1815,2020/5/24,7,0.45412912,0.283179663
1816,2020/5/24,9,0.878783898,0.451909016
1817,2020/5/24,11,1.244346327,0.880095077
1818,2020/5/24,13,1.192975334,0.422642232
1819,2020/5/24,15,0.801563085,0.225167454
1820,2020/5/24,17,0.37741513,0.410848567
1821,2020/5/24,19,0.036310676,0.326373323
1822,2020/5/24,21,0,0
1823,2020/5/24,23,0,0
1824,2020/5/25,1,0,0
1825,2020/5/25,3,0,0
1826,2020/5/25,5,0.072550062,0.420836065
1827,2020/5/25,7,0.455371188,0.667480923
1828,2020/5/25,9,0.88005899,0.335717394
1829,2020/5/25,11,1.246748278,0.630362376
1830,2020/5/25,13,1.195565816,0.813283599
1831,2020/5/25,15,0.803478709,0.742793901
1832,2020/5/25,17,0.379372282,0.845637092
1833,2020/5/25,19,0.03736553,0.408626885
1834,2020/5/25,21,0,0
1835,2020/5/25,23,0,0
1836,2020/5/26,1,0,0
1837,2020/5/26,3,0,0
1838,2020/5/26,5,0.073234939,0.475310604
1839,2020/5/26,7,0.456528754,0.940546484
1840,2020/5/26,9,0.881242562,0.833442528
1841,2020/5/26,11,1.249036747,0.813604237
1842,2020/5/26,13,1.198091608,0.927895398
1843,2020/5/26,15,0.805362895,0.97104017
1844,2020/5/26,17,0.381299836,0.962479892
1845,2020/5/26,19,0.038403446,0.495731029
1846,2020/5/26,21,0,0
1847,2020/5/26,23,0,0
1848,2020/5/27,1,0,0
1849,2020/5/27,3,0,0
1850,2020/5/27,5,0.073877037,0.445397812
1851,2020/5/27,7,0.457602638,0.525677885
1852,2020/5/27,9,0.882335848,0.542500567
1853,2020/5/27,11,1.251211731,0.543427937
1854,2020/5/27,13,1.200552058,0.560207176
1855,2020/5/27,15,0.807214762,0.218119389
1856,2020/5/27,17,0.383196421,0.437672546
1857,2020/5/27,19,0.0394235,0.327978966
1858,2020/5/27,21,0,0
1859,2020/5/27,23,0,0
1860,2020/5/28,1,0,0
1861,2020/5/28,3,0,0
1862,2020/5/28,5,0.074476576,0.408309616
1863,2020/5/28,7,0.458593696,0.587469635
1864,2020/5/28,9,0.883340123,0.188441707
1865,2020/5/28,11,1.253273307,0.123243558
1866,2020/5/28,13,1.202946498,0.120181405
1867,2020/5/28,15,0.809033419,0.171707887
1868,2020/5/28,17,0.385060675,0.235872925
1869,2020/5/28,19,0.040424783,0.215912815
1870,2020/5/28,21,0,0
1871,2020/5/28,23,0,0
1872,2020/5/29,1,0,0
1873,2020/5/29,3,0,0
1874,2020/5/29,5,0.075033783,0.230535173
1875,2020/5/29,7,0.459502781,0.259080085
1876,2020/5/29,9,0.884256667,0.16424115
1877,2020/5/29,11,1.255221608,0.133656384
1878,2020/5/29,13,1.20527428,0.132903742
1879,2020/5/29,15,0.810818005,0.220200677
1880,2020/5/29,17,0.386891287,0.297052532
1881,2020/5/29,19,0.041406429,0.245424509
1882,2020/5/29,21,0,0
1883,2020/5/29,23,0,0
1884,2020/5/30,1,0,0
1885,2020/5/30,3,0,0
1886,2020/5/30,5,0.075548871,0.233370649
1887,2020/5/30,7,0.460330712,0.28853176
1888,2020/5/30,9,0.885086727,0.23512692
1889,2020/5/30,11,1.257056814,0.230562344
1890,2020/5/30,13,1.207534804,0.357071466
1891,2020/5/30,15,0.812567732,0.498210104
1892,2020/5/30,17,0.388687037,0.641421758
1893,2020/5/30,19,0.042367625,0.32844052
1894,2020/5/30,21,0,0
1895,2020/5/30,23,0,0
1896,2020/5/31,1,0,0
1897,2020/5/31,3,0,0
1898,2020/5/31,5,0.076022032,0.481550887
1899,2020/5/31,7,0.461078248,0.96385114
1900,2020/5/31,9,0.885831497,0.981320756
1901,2020/5/31,11,1.258779142,0.970518528
1902,2020/5/31,13,1.209727545,0.933266147
1903,2020/5/31,15,0.814281913,0.935444598
1904,2020/5/31,17,0.390446823,0.925446965
1905,2020/5/31,19,0.043307631,0.464114496
1906,2020/5/31,21,0,0
1907,2020/5/31,23,0,0
1908,2020/6/1,1,0,0
1909,2020/6/1,3,0,0
1910,2020/6/1,5,0.07645343,0.427658981
1911,2020/6/1,7,0.461746077,0.681859453
1912,2020/6/1,9,0.886492098,0.56528579
1913,2020/6/1,11,1.260388837,0.825515847
1914,2020/6/1,13,1.211852072,0.864932424
1915,2020/6/1,15,0.815959978,0.824888238
1916,2020/6/1,17,0.392169677,0.757161494
1917,2020/6/1,19,0.044225781,0.416819995
1918,2020/6/1,21,0,0
1919,2020/6/1,23,0,0
